Société;Id. Concours;Id. Projet;Titre du projet;Non applicable;Description du projet;Non applicable;Etat du projet;Date d'octroi;Date de 1er versement (concours);Date d’achèvement opérationnel du projet;Libellé agence;Valeur fixe;Cofinancier;Libellé bénéficiaire primaire;Code-Canal (pour tiers bénéficiaires d’un concours);Pays de réalisation;Région;Latitude;Longitude ;Libellé secteur économique  (CAD-5);Libellé CICID;Non applicable;Valeur fixe;Libellé indicateur APD;Groupe de produit;Valeur fixe;Valeur fixe;Engagements bruts (euro);Non applicable;Non applicable;Versements (euro);Non applicable;Non applicable;Non applicable;Lien_Fiche_Projet;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Cofinanciers (O/N);Date mise à jour données projet;Date de la dernière publication;Date de publication NCO;Lien vers evaluation;Responsable pays;Division Technique;Libellé Risque Souverain;Décaissement Annuel;Budget;Publié dans le XML de Campagne;Date de Signature de Convention;IA publié;Géolocalisation
AFD;CCO104304;CCO1043;Prêt en appui à la politique climat de la Colombie, deuxième tranche;;Prêt en appui à la politique climat de la Colombie, deuxième tranche;;Exécution;;2020-12-16;;AGENCE DE BOGOTA;France;;Fondo para la Acción Ambiental y la Niñez;23000.0;COLOMBIE;Amériques;4.6772654;-74.0462634;POLITIQUE ENVIRONNEMENT,GESTION ADMINIST;Climat et Environnement;;Bilatéral;APD;Subvention;Intervention de type projet;Aide déliée;7000000.0;;;5000000.0;;;;http://www.afd.fr/base-projets/consulterProjet.action?idProjet=CCO1043;;;;;;Non;2024-03-21;2021-12-14;2021-12-14;;AFDBOGOTA@afd.fr;Division Planète : Climat et Nature;Sans objet ( autre que prêt );0.0;7000000.0;Oui;2019-12-16;Non;4.6772654, -74.0462634
AFD;CZZ329101;CZZ3291;Facilité pour la préparation de projets urbains sobres et résilients en Afrique - phase 2;;Facilité pour la préparation de projets urbains sobres et résilients en Afrique - phase 2;;Exécution;2022-07-12;2023-03-08;;SIEGE PARIS - OPERATIONS SIEGE;France;;AGENCE FRANCAISE DE DEVELOPPEMENT;11004.0;MULTI-PAYS;Afrique Sub-saharienne;48.8442306;2.3784529;DÉVELOPPEMENT URBAIN;Infrastructures et développement urbain;;Bilatéral;Autres ASP;Subvention;Intervention de type projet;Aide déliée;3000000.0;;;309100.0;;;;http://www.afd.fr/base-projets/consulterProjet.action?idProjet=CZZ3291;;;;;;Non;2024-05-07;2023-01-03;2023-01-03;;;Div. Développement urbain / aménagement / logement;Sans objet ( autre que prêt );161718.0;3000000.0;Oui;2022-07-13;Non;48.8442306, 2.3784529
AFD;CZZ351101;CZZ3511;MAçons de DEmain, former et insérer dans l'écoconstruction;;MADE (ex-PAMPEC) - projet MAçons de DEmain, former et insérer dans l'écoconstruction;;Exécution;2022-12-13;2023-03-29;;;France;;Acting for Life (ex Groupe Développement);22000.0;MULTI-PAYS;Afrique Sub-saharienne;48.8588897;2.320041;FORMATION PROFESSIONNELLE;Education, formation, emploi;;Bilatéral;Autres ASP;Subvention;Intervention de type projet;Aide déliée;700000.0;;;392389.0;;;;http://www.afd.fr/base-projets/consulterProjet.action?idProjet=CZZ3511;;;;;;Non;2023-12-19;2023-12-19;2023-12-19;;;Div. Organisations de la Société Civile;Sans objet ( autre que prêt );0.0;700000.0;Oui;2023-03-06;Non;48.8588897, 2.320041
AFD;CBF141602;CBF1416;Extension du programme de filets sociaux de la BM dans la région Est;;La finalité du projet est la lutte contre la vulnérabilité et la promotion de la résilience des populations les plus fragiles de la région de l'Est exposées à des crises multiples (sécuritaire, climatique, humanitaire). Le projet cible prioritairement les femmes et leurs problématiques spécifiques qui sont exacerbées par un contexte d'instabilité croissante. Pour ce faire, le projet soutiendra l'extension du projet filets sociaux (PFS) dans quatre communes accessibles de la province du Gourma.;;Exécution;2022-06-15;2022-12-23;;AGENCE DE OUAGADOUGOU;France;;GROUPE RECHERCHES ECHANGES TECHNOLOGIQUES;22000.0;BURKINA FASO;Afrique Sub-saharienne;12.364637;-1.533864;PROTECTION SOCIALE (EXCLUANT RETRAITES);Infrastructures et développement urbain;;Bilatéral;APD;Subvention;Intervention de type projet;Aide déliée;3000000.0;;;2000000.0;;;;http://www.afd.fr/base-projets/consulterProjet.action?idProjet=CBF1416;;;;;;Non;2024-03-29;2022-12-23;2022-12-23;;AFDOUAGADOUGOU@afd.fr;Division Santé et Protection sociale;Sans objet ( autre que prêt );0.0;3000000.0;Oui;2022-08-10;Non;12.364637, -1.533864
AFD;CCO107901;CCO1079;Financement Budgétaire de Politique Publique pour une économie durable et résiliente,  au service de l'humain et de la nature;;L'objectif général de ce FB-PP est de contribuer à une économie durable et résiliente de la Colombie. Il s'articule autour des objectifs spécifiques suivants : -	Renforcer les capacités du pays en matière de gestion et de suivi de la mise en œuvre de l'action climatique, , ainsi qu'augmenter son financement . -	Accroître l'utilisation durable, efficace et légale du capital naturel et développer l'économie circulaire .  -	Accélérer la transition énergétique du pays;;Achevé;2021-09-23;2021-12-14;2024-02-26;AGENCE DE BOGOTA;France;Banque interaméricaine de développement (IADB) / Société allemande de crédit pour la reconstruction (KfW) / Agence suédoise de coopération pour le développement international (SIDA);REPUBLIQUE DE COLOMBIE;12001.0;COLOMBIE;Amériques;4.6772654;-74.0462634;POLITIQUE ENVIRONNEMENT,GESTION ADMINIST;Climat et Environnement;;Bilatéral;APD;Prêt;Intervention de type projet;Aide déliée;200000000.0;;;200000000.0;;;;http://www.afd.fr/base-projets/consulterProjet.action?idProjet=CCO1079;;;;;;Oui;2024-03-29;2021-12-14;2021-12-14;;AFDBOGOTA@afd.fr;Div. Energie;Souverain Direct;0.0;200000000.0;Oui;2021-12-06;Non;4.6772654, -74.0462634
AFD;CZZ329102;CZZ3291;Facilité pour la préparation de projets urbains sobres et résilients en Afrique - phase 2;;Facilité pour la préparation de projets urbains sobres et résilients en Afrique - phase 2;;Exécution;2023-05-22;2023-10-05;;SIEGE PARIS - OPERATIONS SIEGE;France;;AGENCE FRANCAISE DE DEVELOPPEMENT;11004.0;MULTI-PAYS;Afrique Sub-saharienne;48.8442306;2.3784529;DÉVELOPPEMENT URBAIN;Infrastructures et développement urbain;;Bilatéral;Autres ASP;Subvention;Intervention de type projet;Aide déliée;3000000.0;;;280569.84;;;;http://www.afd.fr/base-projets/consulterProjet.action?idProjet=CZZ3291;;;;;;Non;2024-05-07;2023-01-03;2023-01-03;;;Div. Développement urbain / aménagement / logement;Sans objet ( autre que prêt );151844.0;3000000.0;Oui;2023-05-23;Non;48.8442306, 2.3784529
AFD;CZZ356401;CZZ3564;Mise en place, développement et pérennisation de mutuelles de santé à destination de populations vulnérables;;Faire bénéficier les populations vulnérables à Madagascar, au Burkina Faso et au Togo d'un dispositif pérenne de protection sociale en santé;;Exécution;2023-07-04;2023-11-23;;SIEGE PARIS - OPERATIONS SIEGE;France;;ATIA;22000.0;MULTI-PAYS;Afrique Sub-saharienne;48.8442306;2.3784529;POLITIQUE SANTE, GESTION ADMINISTRATIVE;Santé;;Bilatéral;Autres ASP;Subvention;Intervention de type projet;Aide déliée;1500000.0;;;350000.0;;;;http://www.afd.fr/base-projets/consulterProjet.action?idProjet=CZZ3564;;;;;;Oui;2024-01-08;2023-11-24;2023-11-24;;;Div. Organisations de la Société Civile;Sans objet ( autre que prêt );0.0;1500000.0;Oui;2023-10-18;Non;48.8442306, 2.3784529
AFD;CBF141701;CBF1417;AIDE ET ACTION;;Ensemble pour une Education Publique Résiliente face aux crises. Contribuer à la continuité éducative dans 4 communes rurales du Burkina Faso à travers le renforcement de la résilience des communautés en contexte de crise sécuritaire et sanitaire notamment liée à la COVID-19.;;Achevé;2020-10-22;2020-12-07;;SIEGE PARIS - OPERATIONS SIEGE;France;;AIDE ET ACTION France;22000.0;BURKINA FASO;Afrique Sub-saharienne;12.241851;-1.55676;EDUCATION SANITAIRE;Santé;;Bilatéral;APD;Subvention;Intervention de type projet;Aide déliée;500000.0;;;500000.0;;;;http://www.afd.fr/base-projets/consulterProjet.action?idProjet=CBF1417;;;;;;Non;2024-03-19;2020-11-13;2020-11-13;;;Div. Organisations de la Société Civile;Sans objet ( autre que prêt );0.0;500000.0;Oui;2020-11-12;Oui;12.241851, -1.55676
AFD;CCO108502;CCO1085;PN Bogota - CCO1085 - COLOMBIE - Gouvernance;;Le prêt de l'AFD viendra appuyer la mise en œuvre du plan de développement du District de Bogota 2020-2024 et contribuera à accompagner plus spécifiquement les objectifs suivants du plan de développement de la municipalité: (a) inclusion sociale et lutte contre les inégalités de genre, (b) atténuation et adaptation au changement climatique, et (c) accès à une mobilité durable, trois thématiques centrales de sa mandature;;Exécution;2023-01-26;;;AGENCE DE BOGOTA;France;;MUNICIPALITE DE BOGOTA;;COLOMBIE;Amériques;4.6772654;-74.0462634;DÉVELOPPEMENT URBAIN;Infrastructures et développement urbain;;Bilatéral;Autres ASP;Prêt;Intervention de type projet;Aide déliée;0.0;;;0.0;;;;http://www.afd.fr/base-projets/consulterProjet.action?idProjet=CCO1085;;;;;;Non;2024-04-24;2023-12-26;2023-12-26;;AFDBOGOTA@afd.fr;Div. Développement urbain / aménagement / logement;Non souverain;0.0;0.0;Oui;2023-10-03;Oui;4.6772654, -74.0462634
AFD;CZZ330201;CZZ3302;IEPPE - Investir dans l'Education et la Protection de la Petite l'Enfance;;IEPPE - Investir dans l'Education et la Protection de la Petite l'Enfance - projet multipays;;Exécution;2022-02-01;2022-11-16;;;France;;AIDE ET ACTION France;22000.0;MULTI-PAYS;Multi-pays étrangers;48.8442306;2.3784529;ÉDUCATION DE LA PETITE ENFANCE;Education, formation, emploi;;Bilatéral;Autres ASP;Subvention;Intervention de type projet;Aide déliée;1000000.0;;;733495.0;;;;http://www.afd.fr/base-projets/consulterProjet.action?idProjet=CZZ3302;;;;;;Oui;2022-11-10;2022-07-20;2022-07-20;;;Div. Organisations de la Société Civile;Sans objet ( autre que prêt );0.0;1000000.0;Oui;2022-07-18;Non;48.8442306, 2.3784529
AFD;CZZ357201;CZZ3572;PLAIDOYER ET RECHERCHE COMMUNAUTAIRE;;PLAIDOYER ET RECHERCHE COMMUNAUTAIRE - Innover, Former et Transférer : les communautés en action contre le VIH et pour la santé des populations clés;;Exécution;2023-04-18;2023-11-27;;SIEGE PARIS - OPERATIONS SIEGE;France;;COALITION PLUS;22000.0;MULTI-PAYS;Multi-pays étrangers;48.8442306;2.3784529;LUTTE CONTRE LES MST ET VIH/SIDA;Santé;;Bilatéral;Autres ASP;Subvention;Intervention de type projet;Aide déliée;3000000.0;;;1556964.0;;;;http://www.afd.fr/base-projets/consulterProjet.action?idProjet=CZZ3572;;;;;;Oui;2024-02-14;2023-08-24;2023-08-24;;;Div. Organisations de la Société Civile;Sans objet ( autre que prêt );0.0;3000000.0;Oui;2023-08-02;Non;48.8442306, 2.3784529
AFD;CBI106501;CBI1065;Twige Neza - Appui au Plan Transitoire de l'Education au Burundi (PME);;Appui à la mise en œuvre du Plan de transition de l'éducation.  Les axes prioritaires pré identifiés sont les suivants :  - Accès à l'éducation : infrastructures et réduction des entrées tardives .  - Amélioration de la qualité : formation continue des enseignants, manuels .  - Prise en compte des vulnérabilités : enfants déplacés/rapatriés, OOSC, genre .  - Appui au pilotage du système : pilotage des établissements, préparation du prochain plan sectoriel.;;Exécution;2018-12-20;2020-11-06;;BUREAU DE BUJUMBURA;France;;REPUBLIQUE DU BURUNDI;12001.0;BURUNDI;Afrique Sub-saharienne;-1.274359;36.813106;POLITIQUE EDUCATION ET GESTION ADMINIST.;Education, formation, emploi;;Bilatéral;APD;Subvention;Intervention de type projet;Aide déliée;21098112.5363;;;11712854.5642;;;;http://www.afd.fr/base-projets/consulterProjet.action?idProjet=CBI1065;;;;;;Non;2024-03-20;2019-12-27;2019-12-27;;AFDBUJUMBURA@afd.fr;Division Education et Formation professionnelle;Sans objet ( autre que prêt );874168.0;21098112.5363;Oui;2019-07-12;Oui;-1.274359, 36.813106
AFD;CCO109901;CCO1099;Des Alpes aux Andes Phase 2;;Canyon du Chicamocha, un modèle réplicable de tourisme responsable et de gouvernance territoriale;;Achevé;2021-10-12;2021-12-13;;SIEGE PARIS - OPERATIONS SIEGE;France;;TETRAKTYS;22000.0;COLOMBIE;Amériques;8.36361;-72.4075;POLITIQUE TOURISME, GESTION ADMINISTRAT.;Secteur productif;;Bilatéral;APD;Subvention;Intervention de type projet;Aide déliée;500000.0;;;500000.0;;;;http://www.afd.fr/base-projets/consulterProjet.action?idProjet=CCO1099;;;;;;Oui;2023-07-05;2021-11-30;2021-11-30;;;Div. Organisations de la Société Civile;Sans objet ( autre que prêt );0.0;500000.0;Oui;2021-11-30;Non;8.36361, -72.4075
AFD;CZZ330301;CZZ3303;CPP : Renforcer les capacités des partenaires et des communautés au sein des territoires afin de concevoir et promouvoir une transition écologique juste;;Renforcer les capacités des partenaires et des communautés au sein des territoires afin de concevoir et promouvoir une transition écologique juste;;Exécution;2021-12-14;2022-06-07;;SIEGE PARIS - OPERATIONS SIEGE;France;;SECOURS CATHOLIQUE;22000.0;MULTI-PAYS;Multi-pays étrangers;48.8442306;2.3784529;Droits de la personne;Gouvernance;;Bilatéral;Autres ASP;Subvention;Intervention de type projet;Aide déliée;3600000.0;;;3600000.0;;;;http://www.afd.fr/base-projets/consulterProjet.action?idProjet=CZZ3303;;;;;;Non;2024-04-29;2022-03-17;2022-03-17;;;Div. Organisations de la Société Civile;Sans objet ( autre que prêt );0.0;3600000.0;Oui;2022-03-16;Non;48.8442306, 2.3784529
AFD;CZZ358601;CZZ3586;Méditerranée Positive ATM & Acc'Ent;;Demande Délégation interministérielle à la Méditerranée (DIMED). Projet agrégeant la suite de l'Académie des Talents Méditerranéens (ATM) et Acc'Ent Méditerranée (Emerging Mediterranean + SIBC Afrique du Nord). Projet régional Afrique du Nord avec un accent particulier sur l'Algérie. Chefferie de projet Campus avec appui NUM.;;Exécution;2023-07-18;;;SIEGE PARIS - OPERATIONS SIEGE;France;;AGENCE FRANCAISE DE DEVELOPPEMENT;11004.0;MULTI-PAYS;Afrique Sub-saharienne;43.2963889;5.3699999;DEVELOPPEMENT DES PME;Secteur productif;;Bilatéral;Autres ASP;Subvention;Intervention de type projet;Aide déliée;2700000.0;;;0.0;;;;http://www.afd.fr/base-projets/consulterProjet.action?idProjet=CZZ3586;;;;;;Non;2024-02-02;2023-12-21;2023-12-21;;;Campus du développement;Sans objet ( autre que prêt );0.0;2700000.0;Oui;2023-07-19;Non;43.2963889, 5.3699999
AFD;CBJ124502;CBJ1245;Réinventer la cité lacustre de Ganvié;;Projet de développement urbain intégré, territorial et multi-composante;;Exécution;2019-06-12;2020-04-27;;AGENCE DE COTONOU;France;;REPUBLIQUE DU BENIN;12001.0;BENIN;Afrique Sub-saharienne;6.3652;2.4255;DEVELOPPEMENT ET GESTION URBAINE;Infrastructures et développement urbain;;Bilatéral;APD;Subvention;Intervention de type projet;Aide déliée;3500000.0;;;1351973.65;;;;http://www.afd.fr/base-projets/consulterProjet.action?idProjet=CBJ1245;;;;;;Non;2024-04-02;2020-09-14;2020-09-14;;AFDCOTONOU@afd.fr;Div. Développement urbain / aménagement / logement;Sans objet ( autre que prêt );0.0;3500000.0;Oui;2019-09-26;Oui;6.3652, 2.4255
AFD;CCO110401;CCO1104;Mendihuaca III - Restitution de terres ancestrales, préservation / reconstitution de la biodiversité et dialogue Sud / Nord.;;Mendihuaca III - Restitution de terres ancestrales, préservation / reconstitution de la biodiversité et dialogue Sud / Nord.;;Exécution;2021-12-14;2022-10-10;;SIEGE PARIS - OPERATIONS SIEGE;France;Ministère français des affaires étrangères;TCHENDUKUA - ICI ET AILLEURS;22000.0;COLOMBIE;Amériques;4.099917;-72.9088133;POLITIQUE ENVIRONNEMENT,GESTION ADMINIST;Climat et Environnement;;Bilatéral;APD;Subvention;Intervention de type projet;Aide déliée;450000.0;;;225000.0;;;;http://www.afd.fr/base-projets/consulterProjet.action?idProjet=CCO1104;;;;;;Oui;2023-07-05;2022-12-21;2022-12-21;;;Div. Organisations de la Société Civile;Sans objet ( autre que prêt );0.0;450000.0;Oui;2022-09-05;Non;4.099917, -72.9088133
AFD;CZZ335301;CZZ3353;Améliorer la résilience des territoires : réduire la vulnérabilité des communautés et des écosystèmes;;D'ici 2030, le WWF France et ses partenaires en Afrique du Nord et à Madagascar contribuent à réduir;;Exécution;2022-03-22;2022-12-21;;SIEGE PARIS - OPERATIONS SIEGE;France;Programme des Nations unies pour le développement (PNUD) / Agence norvégienne pour la coopération au développement (NORAD);WWF FRANCE;22000.0;MULTI-PAYS;Multi-pays étrangers;48.8442306;2.3784529;EDUCATION, FORMATION ENVIRONNEMENTALES;Climat et Environnement;;Bilatéral;Autres ASP;Subvention;Intervention de type projet;Aide déliée;1499628.0;;;725061.0;;;;http://www.afd.fr/base-projets/consulterProjet.action?idProjet=CZZ3353;;;;;;Oui;2023-07-04;2022-12-21;2022-12-21;;;Div. Organisations de la Société Civile;Sans objet ( autre que prêt );0.0;1499628.0;Oui;2022-12-15;Non;48.8442306, 2.3784529
AFD;CZZ358901;CZZ3589;Jeunesses et Pouvoir d'Agir (JPA - Algérie - Tunisie) - Jeunesses citoyennes, actrices du développement de leur territoire (JPA, Algérie - Tunisie);;Jeunesses citoyennes, actrices du développement de leur territoire (JPA, Algérie - Tunisie);;Exécution;2023-10-17;;;SIEGE PARIS - OPERATIONS SIEGE;France;;GROUPE DE RECHERCHE ET DEVELOPPEMENT RURAL (GRDR);22000.0;MULTI-PAYS;Afrique Sub-saharienne;48.8442306;2.3784529;Droits de la personne;Gouvernance;;Bilatéral;Autres ASP;Subvention;Intervention de type projet;Aide déliée;700000.0;;;0.0;;;;http://www.afd.fr/base-projets/consulterProjet.action?idProjet=CZZ3589;;;;;;Oui;2024-02-12;2024-02-12;2024-02-12;;;Div. Organisations de la Société Civile;Sans objet ( autre que prêt );0.0;700000.0;Oui;2024-02-06;Non;48.8442306, 2.3784529
AFD;CBJ124701;CBJ1247;Projet d'extension et de densification électrique des réseaux de la SBEE;;Projet d'extension et de densification électrique des réseaux de la SBEE;;Exécution;2018-12-05;2020-08-11;;AGENCE DE COTONOU;France;;REPUBLIQUE DU BENIN;12001.0;BENIN;Afrique Sub-saharienne;6.3652;2.4255;Transport et distribution d'électricité;Infrastructures et développement urbain;;Bilatéral;APD;Prêt;Intervention de type projet;Aide déliée;45000000.0;;;9704915.62;;;;http://www.afd.fr/base-projets/consulterProjet.action?idProjet=CBJ1247;;;;;;Non;2024-03-29;2020-10-06;2020-10-06;;AFDCOTONOU@afd.fr;Div. Energie;Souverain Direct;0.0;45000000.0;Oui;2019-07-24;Non;6.3652, 2.4255
AFD;CDJ109501;CDJ1095;Projet d'Extension et de Renforcement du Réseau d'Assainissement de Djibouti;;Raccordement des usagers au collecteur primaire Djibouti-Balbala (territoire urbain) et extension de la capacité de la STEP de Douda (tranche II). Appui au RC de l'ONEAD.  #Économie circulaire avec les REUT, #urbain;;Exécution;2018-09-26;2019-11-08;;AGENCE DE DJIBOUTI;France;;REPUBLIQUE DE DJIBOUTI;12001.0;DJIBOUTI;Afrique Sub-saharienne;11.588599;43.14585;ASSAINISSEMENT - SYSTEMES A GRANDE ECHELLE;Eau et assainissement;;Bilatéral;APD;Subvention;Intervention de type projet;Aide déliée;4000000.0;;;2922324.11;;;;http://www.afd.fr/base-projets/consulterProjet.action?idProjet=CDJ1095;;;;;;Oui;2024-04-15;2020-04-09;2020-04-09;;AFDDJIBOUTI@afd.fr;Division eau et assainissement;Sans objet ( autre que prêt );375632.0;4000000.0;Oui;2019-06-03;Non;11.588599, 43.14585
AFD;CZZ336001;CZZ3360;Opsat2, Les Organisations de Producteurs au Service des Agriculteurs et des Territoires ruraux - Afrique du Nord;;Contribuer à l'amélioration des économies agricoles de 24 territoires d'Afrique du Nord par le développement de productions agricoles à vocation commerciale et l'organisation des producteurs;;Exécution;2022-03-22;2022-08-08;;SIEGE PARIS - OPERATIONS SIEGE;France;Fonds international pour le développement agricole (FIDA);ASSOCIATION FERT;22000.0;MULTI-PAYS;Afrique Sub-saharienne;48.8442306;2.3784529;DEVELOPPEMENT AGRICOLE;Agriculture et sécurité alimentaire;;Bilatéral;Autres ASP;Subvention;Intervention de type projet;Aide déliée;950000.0;;;640000.0;;;;http://www.afd.fr/base-projets/consulterProjet.action?idProjet=CZZ3360;;;;;;Oui;2023-07-05;2022-07-18;2022-07-18;;;Div. Organisations de la Société Civile;Sans objet ( autre que prêt );0.0;950000.0;Oui;2022-06-03;Non;48.8442306, 2.3784529
